item_id,question,prediction,ground_truth,metrics
3hop2__132957_222979_40768,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?","{'answer': 'by the early 1980s', 'supporting_facts': [""By the early 1960s, the US had begun placing stiff import tariffs on certain vehicles. The so - called ``chicken tax ''of 1964 placed a 25% tax on imported light trucks. In response to the tariff, Toyota, Nissan Motor Co. and Honda Motor Co. began building plants in the US by the early 1980s."", 'A decade after the 1973 oil crisis, Honda, Toyota and Nissan, affected by the 1981 voluntary export restraints, opened US assembly plants and established their luxury divisions (Acura, Lexus and Infiniti, respectively) to distinguish themselves from their mass-market brands.', 'Scion is a discontinued marque of Toyota that started in 2003.']}",1981,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__62311_62279,When did Germany launch an air attack on the country the U.S. fought during the American Revolution?,"{'answer': 'There is no information about Germany launching an air attack on the country the U.S. fought during the American Revolution.', 'supporting_facts': ['The American Revolutionary War (1775 -- 1783), also known as the American War of Independence, was an 18th - century war between Great Britain and its Thirteen Colonies (allied with France) which declared independence as the United States of America.', 'Germany did not exist as a unified country until 1871, long after the American Revolution, and air attacks were not possible with the technology available at that time.']}",10 July -- 31 October 1940,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop1__365934_87694_124169,What date did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to end?,"{'answer': '22 February 2001', 'supporting_facts': ['Mantua Cathedral () in Mantua, Lombardy, northern Italy, is a Roman Catholic cathedral dedicated to Saint Peter.', 'The post of Governor of Vatican City ... was not mentioned in the Fundamental Law of Vatican City State issued by Pope John Paul II on 26 November 2000, which entered into force on 22 February 2001']}",1952,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__409166_152023,"What record label is responsible for the performer of ""Sanctuary""?","{'answer': 'Real World label', 'supporting_facts': [""Sanctuary is the twenty third studio album by American singer and harpist Charlie Musselwhite. It was released in 2004 on Peter Gabriel's Real World label, Musselwhite's debut release on this label.""]}",Kicking Mule Records,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop1__857_846_7821,How many miles of highways are in the city where the Yongle emperor greeted the person to whom the edict was addressed?,"{'answer': '140 mi', 'supporting_facts': ['Inside the city of Nanjing, there are 230 km (140 mi) of highways, with a highway coverage density of 3.38 kilometres per hundred square kilometrs (5.44 mi/100 sq mi).', 'The Yongle Emperor came out of the palace in Nanjing to greet the Karmapa and did not require him to kowtow like a tributary vassal.']}",140 mi,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__19768_19788_10117,"Widely practiced in the region having the second largest rain-forest in the world, how long ago did this religion arrive in Zhejiang?","{'answer': '400 years ago for Catholicism, 150 years ago for Protestantism, and 1,400 years ago for Islam', 'supporting_facts': ['The rain forest is the second largest on earth (with the Amazon being the largest).', 'Catholicism arrived 400 years ago in the province and Protestantism 150 years ago.', 'Islam arrived 1,400 years ago in Zhejiang.']}","1,400 years","{'answer_em': 0.0, 'answer_f1': 0.2222222222222222, 'answer_precision': 0.125, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.2222222222222222}"
2hop__703767_37168,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,"{'answer': '551-600', 'supporting_facts': ['Hassan Hanafi (حسن حنفی) (born 1935 in Cairo, Egypt) is a professor and chairs the philosophy department at Cairo University.', 'Cairo University is ranked as 401-500 according to the Academic Ranking of World Universities (Shanghai Ranking) and 551-600 according to QS World University Rankings.']}",551-600,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__56851_343058,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,"{'answer': 'Adrian Edmondson', 'supporting_facts': ['Jennifer Saunders recorded the song for the 2004 film Shrek 2.', ""Sometime after the first film, Shrek, Donkey and Fiona go to visit Fiona's parents (voiced by Andrews and Cleese), while Shrek and Donkey discover that a greedy Fairy God Mother (voiced by Saunders) is plotting to destroy Shrek and Fiona's marriage so Fiona can marry her son, Prince Charming (voiced by Everett)."", 'Mirrorball was a sitcom pilot in the United Kingdom directed by Adrian Edmondson and written by Jennifer Saunders.']}",Adrian Edmondson,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop2__30152_105395_20999,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?","{'answer': 'The Portuguese were expelled during a dynasty regrouping in 1613.', 'supporting_facts': ['The Somali Muslim Ajuran Empire, allied with the Ottomans, defied the Portuguese economic monopoly in the Indian Ocean by employing a new coinage which followed the Ottoman pattern, thus proclaiming an attitude of economic independence in regard to the Portuguese.', 'The dynasty regrouped and defeated the Portuguese in 1613 and Siam in 1614.', 'Star Cola is a cola drink produced in Myanmar.']}",The dynasty regrouped and defeated the Portuguese,"{'answer_em': 0.0, 'answer_f1': 0.3076923076923077, 'answer_precision': 0.25, 'answer_recall': 0.4, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.3076923076923077}"
2hop__42747_83837,Who sings Home Alone Tonight with the singer of Light It Up?,"{'answer': 'Karen Fairchild', 'supporting_facts': ['Light It Up is a song by American country music artist Luke Bryan.', 'Home Alone Tonight is a song recorded by American country music artist Luke Bryan as a duet with Karen Fairchild of American country music group Little Big Town for his fifth studio album, Kill the Lights (2015).']}",Karen Fairchild,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__511176_22458,What does the acronym of the organization Danish Football Union is part of stand for?,"{'answer': 'UEFA', 'supporting_facts': ['The Denmark national futsal team is controlled by the Danish Football Association, the governing body for futsal in Denmark and represents the country in international futsal competitions, such as the FIFA Futsal World Cup and UEFA Futsal Championship.']}",International Federation of Association Football,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__83800_747874,Who's the sibling of the player who won the men's wimbledon championship 2016?,"{'answer': 'Jamie Murray', 'supporting_facts': ['Andy Murray and Jamie Murray were the defending champions but decided to participate at Basel instead.', ""The Gentlemen's Singles title was won by Andy Murray.""]}",Jamie Murray,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__83257_19033,Where did the inventor of the Money in the Bank ladder match win in 2008?,"{'answer': 'Not specified in the context', 'supporting_facts': ['The first match was contested in 2005 at WrestleMania 21, after being invented (in kayfabe) by Chris Jericho.', 'At the PPV, Kane won the SmackDown Money in the Bank match.', 'There is no information in the context about Chris Jericho participating in or winning a Money in the Bank ladder match in 2008.']}",Great American Bash,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__55966_162341,What kind of recognition did the actor who played the game maker in hunger games receive?,"{'answer': 'Academy Award nomination for Best Supporting Actor', 'supporting_facts': ['Philip Seymour Hoffman, ... Hoffman died in February 2014, making Mockingjay -- Part 2 his final film role.', 'Hoffman was nominated for an Academy Award for Best Supporting Actor.']}",nominated for an Academy Award for Best Supporting Actor,"{'answer_em': 0.0, 'answer_f1': 0.7999999999999999, 'answer_precision': 0.8571428571428571, 'answer_recall': 0.75, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.7999999999999999}"
2hop__754753_57816,What is the U.S. News ranking of the law school at Carlos Alvarez's employer?,"{'answer': '100', 'supporting_facts': ['Carlos Manuel Alvarez (born 1944) is an associate professor of educational leadership and policy studies at Florida International University who, along with his second wife Elsa, was charged in January 2006 with treason.', ""The 2017 U.S. News & World Report's ``Best Law School Rankings ''ranked the FIU College of Law at 100 in the United States.""]}",100,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__127837_157828_239539,Where is the headquarters of the Radio Television of the country that has a co-official language in the language that Kuhinjica is in?,"{'answer': 'Pristina', 'supporting_facts': ['Kuhinjica (Serbian Cyrillic: Кухињица) is a popular culinary magazine in Serbia, published by Scorpion production.', 'Serbian (српски / srpski, pronounced [sr̩̂pskiː]) is the standardized variety of the Serbo-Croatian language mainly used by Serbs. It is the official language of Serbia, co-official in the territory of Kosovo, and one of the three official languages of Bosnia and Herzegovina.', 'Media in Pristina have followed all elections held in Kosova, especially a great impact was noted in Kosova local elections, 2013,where media dedicated most of their time in political debates,advertisements and political parties programs.']}",Pristina,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__102461_24918_24991,What went down after the Soviet President visiting the the birth country of Andrey Dashkov while the protests were taking place departed from the Kremlin?,"{'answer': 'The Soviet flag was lowered for the last time, and the Russian tricolor was raised in its place, symbolically marking the end of the Soviet Union.', 'supporting_facts': ['On the night of December 25, 1991, at 7:32 p.m. Moscow time, after Gorbachev left the Kremlin, the Soviet flag was lowered for the last time, and the Russian tricolor was raised in its place, symbolically marking the end of the Soviet Union.', 'In late February, large public rallies took place in Kiev to protest the election laws, on the eve of the March 26 elections to the USSR Congress of People\'s Deputies, and to call for the resignation of the first secretary of the Communist Party of Ukraine, Volodymyr Scherbytsky, lampooned as ""the mastodon of stagnation."" The demonstrations coincided with a visit to Ukraine by Soviet President Gorbachev.']}",Soviet flag,"{'answer_em': 0.0, 'answer_f1': 0.17391304347826084, 'answer_precision': 0.09523809523809523, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.17391304347826084}"
2hop__612719_6455,What was the resulting browser of the group that owns Mozilla Messaging?,"{'answer': 'Mozilla Thunderbird', 'supporting_facts': ['Mozilla Messaging (abbreviated MoMo) was a wholly owned, for-profit subsidiary of the non-profit Mozilla Foundation.', 'Its main focus was developing Mozilla Thunderbird, the e-mail client developed by the Mozilla Foundation.']}",Firefox,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__30905_189318,Where did the person who sponsored the resolution to reopen trade with Vietnam along with Kerry go to college?,"{'answer': 'United States Naval Academy', 'supporting_facts': ['In 1994 the Senate passed a resolution, sponsored by Kerry and fellow Vietnam veteran John McCain, that called for an end to the existing trade embargo against Vietnam; it was intended to pave the way for normalization.', 'The Code of Conduct and the Vietnam War is a report from an individual research project conducted by John McCain, Commander, United States Navy, at the National War College.']}",National War College,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__776377_857193,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,"{'answer': 'Delaware River', 'supporting_facts': [""Bartram's Covered Bridge, a historic covered bridge built in 1860, uses a Burr Truss design and carried Goshen Road over Crum Creek on the border between Delaware County and Chester County, Pennsylvania."", 'Crum Creek (from the Dutch, meaning ""crooked creek"") is a creek in Delaware County and Chester County, Pennsylvania, flowing approximately , generally in a southward direction and draining into the Delaware River in Eddystone, Pennsylvania.']}",Delaware River,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__411091_625230,In which county is Mark Dismore's birthplace located?,"{'answer': 'Hancock County', 'supporting_facts': [""Mark Dismore (born October 12, 1956 in Greenfield, Indiana) is a former driver in the Indy Racing League and the 1990 Toyota Pacific champion as well as the winner of the 1993 24 Hours of Daytona with Dan Gurney's All American Racers in a Toyota GTP car with co-drivers Rocky Moran and P. J. Jones."", 'Greenfield is a city in and the county seat of Hancock County, Indiana, United States, and a part of the Indianapolis metropolitan area.']}",Hancock County,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
4hop2__160585_14670_8987_8529,"A country's military branch, which in the US contains the Air Defense Artillery, was unprepared for the invasion of Hana Mandlikova's birth country. When was the word ""Slavs"" used in the national anthem of the unprepared country?","{'answer': '1943-1992', 'supporting_facts': ['Several accomplished professional tennis players including Ivan Lendl, Jan Kodeš, Miloslav Mečíř, Hana Mandlíková, Martina Hingis, Martina Navratilova, Jana Novotna, Petra Kvitová and Daniela Hantuchová were born in Czechoslovakia.', ""The word 'Slavs' was used in the national anthem of the Slovak Republic (1939–1945), Yugoslavia (1943–1992) and the Federal Republic of Yugoslavia (1992–2003), later Serbia and Montenegro (2003–2006)."", ""The ROK Army defenders were relatively unprepared and ill-equipped. In South to the Naktong, North to the Yalu (1961), R.E. Appleman reports the ROK forces' low combat readiness as of 25 June 1950."", 'The army is also divided into major branches such as Air Defense Artillery, Infantry, Aviation, Signal Corps, Corps of Engineers, and Armor.']}",1943–1992,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop1__28404_160713_77246,What is the meaning of the word that is also a majority religion in what became India when the country that disavowed the Taliban was created in the Arabic dictionary?,"{'answer': 'a large body of water', 'supporting_facts': [""The word Hindu is derived from the Indo - Aryan and Sanskrit word Sindhu, which means ``a large body of water '', covering`` river, ocean''."", 'Pakistan was also engaged in the War in North-West Pakistan (Waziristan War). Supported by U.S. intelligence, Pakistan was attempting to remove the Taliban insurgency and al-Qaeda element from the northern tribal areas.', 'The Arabic equivalent Al - Hind likewise referred to the country of India.']}",the country of India,"{'answer_em': 0.0, 'answer_f1': 0.28571428571428575, 'answer_precision': 0.25, 'answer_recall': 0.3333333333333333, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.28571428571428575}"
2hop__8496_21567,Who introduced a system of musical notation used during the 14th century in the place where there is no evidence of a Slavic settlement before c. 600 AD?,"{'answer': 'John Kukuzelis', 'supporting_facts': ['The earliest mentions of Slavic raids across the lower River Danube may be dated to the first half of the 6th century, yet no archaeological evidence of a Slavic settlement in the Balkans could be securely dated before c. 600 AD.', 'Prominent reformer of Orthodox Church music from the first half of 14th century was John Kukuzelis; he also introduced a system of notation widely used in the Balkans in the following centuries.']}",John Kukuzelis,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__70338_36240,"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?","{'answer': 'Job 19:20', 'supporting_facts': [""In Job 19: 20, the King James Version of the Bible says, ``My bone cleaveth to my skin and to my flesh, and I am escaped with the skin of my teeth. ''"", ""In the Geneva Bible, the phrase is rendered as`` I have escaped with the skinne of my tethe.''""]}",Genesis 3:15,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__275891_55984,Who wrote the song The Story that is sung by the performer of Rhapsody Originals?,"{'answer': 'Phil Hanseroth', 'supporting_facts': ['The Story is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story.', 'Rhapsody Originals is an exclusive EP by Brandi Carlile recorded in 2007 for Rhapsody featuring live version of four songs from her previous full-length album The Story.']}",Phil Hanseroth,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__136129_87694_124169,What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?,"{'answer': '1952', 'supporting_facts': ['The post of Governor of Vatican City (Governatore dello Stato della Città del Vaticano in Italian) was held by Marchese Camillo Serafini from the foundation of the state in 1929 until his death in 1952.']}",1952,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
4hop3__373866_5189_38229_86687,A group of nations of which the People's Socialist Republic of Albania was a member was controlled by one country. When did that country agree to a unified Germany inside of the organization Eisenhower would not discuss during the campaign?,"{'answer': '1990', 'supporting_facts': [""The USSR did not make such great demands, however, with Gorbachev stating in February 1990 that`` The Germans must decide for themselves what path they choose to follow''."", 'Eisenhower promised to maintain a strong commitment against Communism while avoiding the topic of NATO;', ""The Warsaw Treaty's organization was two-fold: the Political Consultative Committee handled political matters, and the Combined Command of Pact Armed Forces controlled the assigned multi-national forces, with headquarters in Warsaw, Poland. Furthermore, the Supreme Commander of the Unified Armed Forces of the Warsaw Treaty Organization which commands and controls all the military forces of the member countries was also a First Deputy Minister of Defense of the USSR"", ""The Warsaw Pact invasion of Czechoslovakia in August 1968. All member countries, with the exception of the Socialist Republic of Romania and the People's Republic of Albania participated in the invasion.""]}",May 1990,"{'answer_em': 0.0, 'answer_f1': 0.6666666666666666, 'answer_precision': 1.0, 'answer_recall': 0.5, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.6666666666666666}"
2hop__455158_247871,What county is the NRHEG High School located in?,"{'answer': 'Waseca County', 'supporting_facts': ['NRHEG High School is located in New Richland, Minnesota.', 'New Richland is a city in Waseca County, Minnesota, United States.']}",Waseca County,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__131783_131926_13165,What treaty ceded territory to the US extending west to the body of water by the location of the Minikahda Club?,"{'answer': 'Louisiana Purchase', 'supporting_facts': ['The Minikahda Club is a golf club and course located in southwest Minneapolis, Minnesota, just west of Lake Calhoun.', ""Minneapolis lies on both banks of the Mississippi River, just north of the river's confluence with the Minnesota River"", 'The Louisiana Purchase ... included land from fifteen present U.S. states and two Canadian provinces']}",Treaty of Paris,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__123214_22402,How many students attend Daniel Thürer's university?,"{'answer': 'nearly 25,000', 'supporting_facts': ['Daniel Thürer (born 6 June 1945 in St. Gallen) is a Swiss jurist and professor emeritus of international, comparative constitutional and European law at the University of Zurich.', 'The biggest university in Switzerland is the University of Zurich with nearly 25,000 students.']}","nearly 25,000","{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
