item_id,question,prediction,ground_truth,metrics
3hop2__132957_222979_40768,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",{'answer': 'Error: Failed to parse final JSON.'},1981,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__62311_62279,When did Germany launch an air attack on the country the U.S. fought during the American Revolution?,{'answer': 'Error: Failed to parse final JSON.'},10 July -- 31 October 1940,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
3hop1__365934_87694_124169,What date did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to end?,{'answer': 'Error: Failed to parse final JSON.'},1952,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__409166_152023,"What record label is responsible for the performer of ""Sanctuary""?","{'answer': 'Real World label', 'supporting_facts': [""Sanctuary is the twenty third studio album by American singer and harpist Charlie Musselwhite. It was released in 2004 on Peter Gabriel's Real World label, Musselwhite's debut release on this label.""]}",Kicking Mule Records,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop1__857_846_7821,How many miles of highways are in the city where the Yongle emperor greeted the person to whom the edict was addressed?,"{'answer': '140 mi', 'supporting_facts': ['Inside the city of Nanjing, there are 230 km (140 mi) of highways, with a highway coverage density of 3.38 kilometres per hundred square kilometrs (5.44 mi/100 sq mi).', 'The Yongle Emperor came out of the palace in Nanjing to greet the Karmapa and did not require him to kowtow like a tributary vassal.']}",140 mi,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__19768_19788_10117,"Widely practiced in the region having the second largest rain-forest in the world, how long ago did this religion arrive in Zhejiang?","{'answer': '400 years ago for Catholicism, 150 years ago for Protestantism, and 1,400 years ago for Islam', 'supporting_facts': ['The rain forest is the second largest on earth (with the Amazon being the largest).', 'Catholicism arrived 400 years ago in the province and Protestantism 150 years ago.', 'Islam arrived 1,400 years ago in Zhejiang.']}","1,400 years","{'answer_em': 0.0, 'answer_f1': 0.2222222222222222, 'answer_precision': 0.125, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.2222222222222222}"
2hop__703767_37168,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,"{'answer': '551-600', 'supporting_facts': ['Hassan Hanafi (حسن حنفی) (born 1935 in Cairo, Egypt) is a professor and chairs the philosophy department at Cairo University.', 'Cairo University is ranked as 401-500 according to the Academic Ranking of World Universities (Shanghai Ranking) and 551-600 according to QS World University Rankings.']}",551-600,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__56851_343058,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,{'answer': 'Error: Failed to parse final JSON.'},Adrian Edmondson,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
3hop2__30152_105395_20999,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?","{'answer': 'The Portuguese were expelled during a dynasty regrouping in 1613.', 'supporting_facts': ['The Somali Muslim Ajuran Empire, allied with the Ottomans, defied the Portuguese economic monopoly in the Indian Ocean by employing a new coinage which followed the Ottoman pattern, thus proclaiming an attitude of economic independence in regard to the Portuguese.', 'The dynasty regrouped and defeated the Portuguese in 1613 and Siam in 1614.', 'Star Cola is a cola drink produced in Myanmar.']}",The dynasty regrouped and defeated the Portuguese,"{'answer_em': 0.0, 'answer_f1': 0.3076923076923077, 'answer_precision': 0.25, 'answer_recall': 0.4, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.3076923076923077}"
2hop__42747_83837,Who sings Home Alone Tonight with the singer of Light It Up?,"{'answer': 'Karen Fairchild', 'supporting_facts': ['Light It Up is a song by American country music artist Luke Bryan.', 'Home Alone Tonight is a song recorded by American country music artist Luke Bryan as a duet with Karen Fairchild of American country music group Little Big Town for his fifth studio album, Kill the Lights (2015).']}",Karen Fairchild,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__511176_22458,What does the acronym of the organization Danish Football Union is part of stand for?,"{'answer': 'UEFA', 'supporting_facts': ['The Denmark national futsal team is controlled by the Danish Football Association, the governing body for futsal in Denmark and represents the country in international futsal competitions, such as the FIFA Futsal World Cup and UEFA Futsal Championship.']}",International Federation of Association Football,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__83800_747874,Who's the sibling of the player who won the men's wimbledon championship 2016?,"{'answer': 'Jamie Murray', 'supporting_facts': ['Andy Murray and Jamie Murray were the defending champions but decided to participate at Basel instead.', ""The Gentlemen's Singles title was won by Andy Murray.""]}",Jamie Murray,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__83257_19033,Where did the inventor of the Money in the Bank ladder match win in 2008?,"{'answer': 'Not specified in the context', 'supporting_facts': ['The first match was contested in 2005 at WrestleMania 21, after being invented (in kayfabe) by Chris Jericho.', 'At the PPV, Kane won the SmackDown Money in the Bank match.', 'There is no information in the context about Chris Jericho participating in or winning a Money in the Bank ladder match in 2008.']}",Great American Bash,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__55966_162341,What kind of recognition did the actor who played the game maker in hunger games receive?,"{'answer': 'Academy Award nomination for Best Supporting Actor', 'supporting_facts': ['Hoffman was nominated for an Academy Award for Best Supporting Actor.']}",nominated for an Academy Award for Best Supporting Actor,"{'answer_em': 0.0, 'answer_f1': 0.7999999999999999, 'answer_precision': 0.8571428571428571, 'answer_recall': 0.75, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.7999999999999999}"
2hop__754753_57816,What is the U.S. News ranking of the law school at Carlos Alvarez's employer?,"{'answer': '100', 'supporting_facts': ['Carlos Manuel Alvarez (born 1944) is an associate professor of educational leadership and policy studies at Florida International University who, along with his second wife Elsa, was charged in January 2006 with treason.', ""The 2017 U.S. News & World Report's ``Best Law School Rankings ''ranked the FIU College of Law at 100 in the United States.""]}",100,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__127837_157828_239539,Where is the headquarters of the Radio Television of the country that has a co-official language in the language that Kuhinjica is in?,{'answer': 'Error: Failed to parse final JSON.'},Pristina,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
3hop1__102461_24918_24991,What went down after the Soviet President visiting the the birth country of Andrey Dashkov while the protests were taking place departed from the Kremlin?,{'answer': 'Error: Failed to parse final JSON.'},Soviet flag,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__612719_6455,What was the resulting browser of the group that owns Mozilla Messaging?,"{'answer': 'Mozilla Thunderbird', 'supporting_facts': ['Mozilla Messaging (abbreviated MoMo) was a wholly owned, for-profit subsidiary of the non-profit Mozilla Foundation.', 'Its main focus was developing Mozilla Thunderbird, the e-mail client developed by the Mozilla Foundation.']}",Firefox,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__30905_189318,Where did the person who sponsored the resolution to reopen trade with Vietnam along with Kerry go to college?,"{'answer': 'United States Naval Academy', 'supporting_facts': ['In 1994 the Senate passed a resolution, sponsored by Kerry and fellow Vietnam veteran John McCain, that called for an end to the existing trade embargo against Vietnam; it was intended to pave the way for normalization.', 'The Code of Conduct and the Vietnam War is a report from an individual research project conducted by John McCain, Commander, United States Navy, at the National War College.']}",National War College,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__776377_857193,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,"{'answer': 'Delaware River', 'supporting_facts': [""Bartram's Covered Bridge, a historic covered bridge built in 1860, uses a Burr Truss design and carried Goshen Road over Crum Creek on the border between Delaware County and Chester County, Pennsylvania."", 'Crum Creek (from the Dutch, meaning ""crooked creek"") is a creek in Delaware County and Chester County, Pennsylvania, flowing approximately , generally in a southward direction and draining into the Delaware River in Eddystone, Pennsylvania.']}",Delaware River,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__411091_625230,In which county is Mark Dismore's birthplace located?,{'answer': 'Error: Failed to parse final JSON.'},Hancock County,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
4hop2__160585_14670_8987_8529,"A country's military branch, which in the US contains the Air Defense Artillery, was unprepared for the invasion of Hana Mandlikova's birth country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",{'answer': 'Error: Failed to parse final JSON.'},1943–1992,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
3hop1__28404_160713_77246,What is the meaning of the word that is also a majority religion in what became India when the country that disavowed the Taliban was created in the Arabic dictionary?,"{'answer': 'a large body of water', 'supporting_facts': [""The word Hindu is derived from the Indo - Aryan and Sanskrit word Sindhu, which means ``a large body of water '', covering`` river, ocean''."", 'Pakistan was also engaged in the War in North-West Pakistan (Waziristan War). Supported by U.S. intelligence, Pakistan was attempting to remove the Taliban insurgency and al-Qaeda element from the northern tribal areas.', 'The Arabic equivalent Al - Hind likewise referred to the country of India.']}",the country of India,"{'answer_em': 0.0, 'answer_f1': 0.28571428571428575, 'answer_precision': 0.25, 'answer_recall': 0.3333333333333333, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.28571428571428575}"
2hop__8496_21567,Who introduced a system of musical notation used during the 14th century in the place where there is no evidence of a Slavic settlement before c. 600 AD?,"{'answer': 'John Kukuzelis', 'supporting_facts': ['The earliest mentions of Slavic raids across the lower River Danube may be dated to the first half of the 6th century, yet no archaeological evidence of a Slavic settlement in the Balkans could be securely dated before c. 600 AD.', 'Prominent reformer of Orthodox Church music from the first half of 14th century was John Kukuzelis; he also introduced a system of notation widely used in the Balkans in the following centuries.']}",John Kukuzelis,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__70338_36240,"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?","{'answer': 'Job 19:20', 'supporting_facts': [""In Job 19: 20, the King James Version of the Bible says, ``My bone cleaveth to my skin and to my flesh, and I am escaped with the skin of my teeth. ''"", ""In the Geneva Bible, the phrase is rendered as`` I have escaped with the skinne of my tethe.''""]}",Genesis 3:15,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__275891_55984,Who wrote the song The Story that is sung by the performer of Rhapsody Originals?,"{'answer': 'Phil Hanseroth', 'supporting_facts': ['The Story is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story.', 'Rhapsody Originals is an exclusive EP by Brandi Carlile recorded in 2007 for Rhapsody featuring live version of four songs from her previous full-length album The Story.']}",Phil Hanseroth,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__136129_87694_124169,What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?,"{'answer': '1952', 'supporting_facts': ['The post of Governor of Vatican City (Governatore dello Stato della Città del Vaticano in Italian) was held by Marchese Camillo Serafini from the foundation of the state in 1929 until his death in 1952.']}",1952,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
4hop3__373866_5189_38229_86687,A group of nations of which the People's Socialist Republic of Albania was a member was controlled by one country. When did that country agree to a unified Germany inside of the organization Eisenhower would not discuss during the campaign?,{'answer': 'Error: Failed to parse final JSON.'},May 1990,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__455158_247871,What county is the NRHEG High School located in?,"{'answer': 'Waseca County', 'supporting_facts': ['NRHEG High School is located in New Richland, Minnesota.', 'New Richland is a city in Waseca County, Minnesota, United States.']}",Waseca County,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__131783_131926_13165,What treaty ceded territory to the US extending west to the body of water by the location of the Minikahda Club?,"{'answer': 'Louisiana Purchase', 'supporting_facts': ['The Minikahda Club is a golf club and course located in southwest Minneapolis, Minnesota, just west of Lake Calhoun.', ""Minneapolis lies on both banks of the Mississippi River, just north of the river's confluence with the Minnesota River"", 'The Louisiana Purchase ... included land from fifteen present U.S. states and two Canadian provinces']}",Treaty of Paris,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__123214_22402,How many students attend Daniel Thürer's university?,"{'answer': 'nearly 25,000', 'supporting_facts': ['Daniel Thürer (born 6 June 1945 in St. Gallen) is a Swiss jurist and professor emeritus of international, comparative constitutional and European law at the University of Zurich.', 'The biggest university in Switzerland is the University of Zurich with nearly 25,000 students.']}","nearly 25,000","{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
3hop1__358853_339990_15538,"When did the state, that contains the county where Raven Creek is located, reinstate the death penalty?","{'answer': 'The information is not available in the context for Pennsylvania, but Oregon reinstated the death penalty in 1984', 'supporting_facts': ['Raven Creek is a tributary of Fishing Creek in Columbia County, Pennsylvania, in the United States.', 'Oregon abolished the death penalty through an overwhelming majority in a 1964 public referendum but reinstated it in a 1984 joint death penalty/life imprisonment referendum by an even higher margin after a similar 1978 referendum succeeded but was not implemented due to judicial rulings.']}",1984,"{'answer_em': 0.0, 'answer_f1': 0.125, 'answer_precision': 0.06666666666666667, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.125}"
2hop__552546_70131,Who constituted the free corps in the country that the Free State of Mecklenburg-Schwerin is located in?,{'answer': 'Error: Failed to parse final JSON.'},consisting largely of World War I veterans,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__67956_463572,What record label does the artist who sang you belong to me belong to?,"{'answer': 'Epic Records', 'supporting_facts': ['“I Belong to Me” is a song by American recording artist Jessica Simpson from her fifth studio album, ""A Public Affair"".', 'It was released on September 26, 2006 by Epic Records, as the second single from the album.']}",MGM Records,"{'answer_em': 0.0, 'answer_f1': 0.5, 'answer_precision': 0.5, 'answer_recall': 0.5, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.5}"
2hop__418360_67370,When does real time with the author of The New New Rules start again in 2018,"{'answer': 'January 19, 2018', 'supporting_facts': ['The New New Rules: A Funny Look At How Everybody But Me Has Their Head Up Their Ass is a book by Bill Maher.', '16 TBA January 19, 2018 (2018 - 01 - 19) TBA']}","January 19, 2018","{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__73921_807969,The BBC Footballer of the Year is a member of which team?,"{'answer': 'No specific team mentioned', 'supporting_facts': ['BBC African Footballer of the Year Presented by BBC World Service First awarded 1992 Currently held by Mohamed Salah Television / radio coverage Network BBC']}",Egypt national football team,"{'answer_em': 0.0, 'answer_f1': 0.25, 'answer_precision': 0.25, 'answer_recall': 0.25, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.25}"
3hop1__139787_88110_77129,What was the first OS to support Hyper-V from the company the letters MS stands for in the network that broadcasts Buchanan & Press?,{'answer': 'Error: Failed to parse final JSON.'},Windows 8,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__141456_6455,What was the resulting browser for the company Mozilla Messaging is a part of?,"{'answer': 'Thunderbird', 'supporting_facts': ['Mozilla Messaging (abbreviated MoMo) was a wholly owned, for-profit subsidiary of the non-profit Mozilla Foundation.', 'Its main focus was developing Mozilla Thunderbird, the e-mail client developed by the Mozilla Foundation.']}",Firefox,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop2__326964_7855_7713,How long had the city considered to be a place that is popular with tourists been the capital city of the location of the Yaxing Coach headquarters?,"{'answer': 'About 400 years from late Han to early Tang', 'supporting_facts': ['Yaxing Coach (Yangzhou Yaxing Motor Coach Co., Ltd) is a bus manufacturer based in Yangzhou, Jiangsu, China.', 'Nanjing was later the capital city of Danyang Prefecture, and had been the capital city of Yangzhou for about 400 years from late Han to early Tang.']}",about 400 years,"{'answer_em': 0.0, 'answer_f1': 0.5, 'answer_precision': 0.3333333333333333, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.5}"
4hop1__436202_765799_282674_759393,What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,{'answer': 'Error: Failed to parse final JSON.'},Green Bay,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
3hop1__389069_132457_47686,"Where do greyhound buses depart from, in the city where the performer of Sleep Is the Enemy was formed?","{'answer': 'Toronto Coach Terminal', 'supporting_facts': ['Danko Jones is a Canadian rock trio from Toronto, Ontario.', 'Sleep Is The Enemy is the third studio album by Canadian rock band Danko Jones.', 'The Toronto Coach Terminal is the central bus station for inter-city services in Toronto, Ontario, Canada.', 'The TTC managed the station directly until July 8, 2012, when it was leased out in its entirety to bus lines Coach Canada and Greyhound Canada for $1.2 million annually.']}",Toronto Coach Terminal,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
2hop__90773_715759,What was the inventor of the atomic bomb trigger a participant in?,{'answer': 'Error: Failed to parse final JSON.'},Manhattan Project,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'error': 1}"
2hop__135652_669373,Who is the employer of the physicist who Mach number is named after?,"{'answer': ""None mentioned in the context for Ernst Mach's employer, but Ernst Mach was an employer of Vinko Dvořák"", 'supporting_facts': ['He studied mathematics and physics at the Charles University in Prague, and after graduating he became an assistant to professor Ernst Mach.']}",Charles University,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__6736_6733,To what division does the place where the most speakers are found belong?,"{'answer': 'Central Catalan', 'supporting_facts': ['Central Catalan is considered the standard pronunciation of the language and has the highest number of speakers.']}",Eastern block,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
4hop1__58323_375563_161848_83118,When does daylight savings end in the country near the country where the author of The Book Thief is from?,"{'answer': 'The first Sunday in April', 'supporting_facts': ['The Book Thief is a 2013 World War II war drama film directed by Brian Percival and starring Geoffrey Rush, Emily Watson, and Sophie Nélisse. The film is based on the 2005 novel The Book Thief by Markus Zusak', 'During summer months -- from the last Sunday in September until the first Sunday in April -- daylight saving time is observed and clocks are advanced one hour.']}",the first Sunday in April,"{'answer_em': 1.0, 'answer_f1': 1.0, 'answer_precision': 1.0, 'answer_recall': 1.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 1.0}"
